,src,target,model_pred
1703,hashtag : bbk 8010 76mm 30 lbs cac mass air meter for ford mustang gt / s 5 . 0 l : bbk 8010 76mm 30 lbs cac mass air mete . . . httpurl,hashtag : bbk 8010 76mm 30 lbs cac mass air meter for ford mustang gt / s 5 . 0 l : bbk 8010 76mm 30 lbs cac mass air mete . . . httpurl,hashtag : bbk 8010 76mm 30 lbs cac mass air meter for ford mustang gt / s 5 . 0 l : bbks 3010 76m 30 lbs cc mass gas mete . . . httpurl
1704,problem went platinum proud isnt even the word im so happy hearing it she is well deserved,problem went platinum proud isn't even the word i'm so happy hearing it she is well deserved,problem went platinum proud isn't even the word i'm so happy hearing it she is well deserved
1705,& i refuse to let my moms loose me to some bullsh . t,& i refuse to let my moms loose me to some bullshit . ,& i refuse to let my moms loose me to some bullshit .
1706,taeny ft . starbucks before the flight lol cr taenygenie httpurl,taeny ft . starbucks before the flight laughing out loud cr taenygenie httpurl,taeny ft . starbucks before the flight laughing out loud cr taenygenie httpurl
1707,rt username : when the person sittin beside u is chewin loud af httpurl,rt username : when the person sitting beside you is chewing loud as fuck httpurl,rt username : when the person sitting beside you is chewing loud as fuck httpurl
1708,rt username : niall looks so happy im crying irudfkjlc httpurl,rt username : niall looks so happy i'm crying irudfkjlc httpurl,rt username : niall looks so happy i'm crying irudfkjlc httpurl
1709,kuya yanny nice meeting you ! hugs and gigil for you ! : o please don't go . love baby bugoy : ) httpurl,kuya yanny nice meeting you ! hugs and gigil for you ! : o please don't go . love baby bugoy : ) httpurl,kuya yanny nice meeting you ! hugs and gigil for you ! : o please don't go . love baby bugoy : ) httpurl
1710,username hi farah the fishy hahaa kidding i freaking love you,username hi farah the fishy hahaa kidding i freaking love you,username hi farah the fishy hahaa kidding i freaking love you
1711,rt username : hoho - jessy unnie told me she wanted to accept your love -,rt username : hoho - jessy unnie told me she wanted to accept your love -,rt username : hoho - jessy unnie told me she wanted to accept your love -
1712,"montgomerie leads senior pga championship , langer one back : ( reuters ) - colin montgomerie sank a 30 - foot birdi . . . httpurl","montgomerie leads senior pga championship , langer one back : ( reuters ) - colin montgomerie sank a 30 - foot birdie . . . httpurl","montgomerie leads senior pga championship , langer one back : ( reuters ) - colin montgomeo sank a 30 - foot birdie . . . httpurl"
1713,rt username : iggy azalea is a bad bitch idc,rt username : iggy azalea is a bad bitch i don't care,rt username : iggy azalea is a bad bitch i don't care
1714,httpurl hashtag : roko novelty real watch with collectable butane cigarette cigar lighte ( white ) roko . . . httpurl,httpurl hashtag : roko novelty real watch with collectable butane cigarette cigar lighte ( white ) roko . . . httpurl,httpurl hashtag : roko novelty real watch with collectable butane cigarette cigar lighte ( white ) roko . . . httpurlsl
1715,rt username : pre calc final is about to be a rough one today hashtag,rt username : precalc  final is about to be a rough one today hashtag,rt username : precalc final is about to be a rough one today hashtag
1716,username joke lang hahahahahaha chill aso lang yan andrei aso lang yan t . t,username joke lang hahahahahaha chill aso lang yan andrei aso lang yan t . t,username joke lang hahahahahha chill aso lang yan andrei aso long yan t . t
1717,bottles in the airrr livin without a care .,bottles in the air living without a care .,bottles in the air living without a care .
1718,rt username : 2ne1 or snsd chanyeol : snsd are my seniors so i'll vote for them eyy i know you were lying hahahh httpurl,rt username : 2ne1 or snsd chanyeol : snsd are my seniors so i'll vote for them eyy i know you were lying hahahh httpurl,rt username : 2ne1 or snsd chanyeol : snsds are my seniors so i'll vote for them eyy i know you were lying hahahh httpurl
1719,photoset : guydirectioners : what are you wearing ? 05 / 28 httpurl,photoset : guy directioners : what are you wearing ? 05 / 28 httpurl,photoset : guy directioners : what are you wearing ? 05 / 28 httpurl
1720,"username username ahhh , bless u . can sympathise . have ibs so actually citalopram really helped with that !","username username ahhh , bless you . can sympathize . have irritable bowel syndrome so actually citalopram really helped with that !","username username ahhh , bless you . can sympathize . have irritable bowel syndrome so actually citalopram really helped with that !"
1721,wonder if im see people crying today lmaoo,wonder if i'm see people crying today laughing my ass off,wonder if i'm see people crying today laughing my ass off
1722,iggy has some biiiig thigh or is that just photoshop,iggy has some big thigh or is that just photoshop,iggy has some big thigh or is that just photoshop
1723,"rt username : you guys , i just saw shailene woodley casually walking around athens .","rt username : you guys , i just saw shailene woodley casually walking around athens .","rt username : you guys , i just saw shailene woodley casually walking around athens ."
1724,""" username : who's pouya again ? "" lil wavy ass white nigga",""" username : who's pouya again ? "" little wavy ass white nigger",""" username : who's pouya again ? "" little wavy ass white nigger"
1725,rt username : i aint even mad . . im just httpurl,rt username : i ain't even mad . . i'm just httpurl,rt username : i ain't even mad . . i'm just httpurl
1726,username lucky joker lol i gotta go see old man willie nxt i head down that way lol,username lucky joker laughing out loud i gotta go see old man willie next i head down that way laughing out loud,username lucky joker laughing out loud i gotta go see old man willie next i head down that way laughing out laughing out heard
1727,rt username : kau cakap kau busy padahal whatsapp still online ?,rt username : kau cakap kau busy padahal whatsapp still online ?,rt username : kau cakap kau busy padahal whatsapp still online ?
1728,"kejriwal coming out of tihar jail 2mrw . uff ! ! again mayhem , chaos , drama b4 cameras . . he is better inside . . ! hashtag username","kejriwal coming out of tihar jail tomorrow . uff ! ! again mayhem , chaos , drama before cameras . . he is better inside . . ! hashtag username","kejriwal coming out of tihar jail tomorrow . uff ! ! again mayhem , chaos , drama before cameras . . he is better inside . . ! hashtag username"
1729,"whos mans is this ! ? rt "" username : username by not sleeping stoopid ""","who's mans is this ! ? retweet "" username : username by not sleeping stupid ""","who's mans is this ! ? retweet "" username : username by not sleeping stupid """
1730,rt username : angelina jolie is hashtag . read the elle review httpurl httpurl,rt username : angelina jolie is hashtag . read the elle review httpurl httpurl,rt username : angelina jolie is hashtag . read the elle review httpurl httpurlsurl
1731,"check out username hashtag on username httpurl follow me pls realize my dream , i love u x105","check out username hashtag on username httpurl follow me please realize my dream , i love you x105","check out username hashtag on username httpurl follow me please realize my dream , i love you x105"
1732,rt username : naw hello newcastle : ) you guys are so sweet ! xo,rt username : now hello newcastle : ) you guys are so sweet ! xo,rt username : now hello newcastle : ) you guys are so sweet ! xo
1733,now playing john p . kee & new life - my worship httpurl,now playing john p . kee & new life - my worship httpurl,now playing john p . kee & new life - my worship httpurl
